gameid,clkTime,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,msgTime,role,contents,workerid_uniq,numOutcome,numRawWords,numRawChars,numCleanChars,numCleanWords,source
6771-0,1476996484929.0,17,close,target,272,30,50,3,2,distr2,306,86,50,1,1,distr1,306,33,50,2,3,9,19,12,True,1476996477596.0,speaker,violet blue purple,565.0,1.0,3,16,16.0,3.0,human
6649-c,1476470675044.0,31,split,target,237,74,50,1,1,distr2,123,52,50,3,3,distr1,238,28,50,2,2,17,71,57,True,1476470673753.0,speaker,blue,315.0,1.0,1,4,4.0,1.0,human
7277-5,1459892611302.0,4,split,target,134,60,50,3,3,distr1,112,45,50,2,2,distr2,50,26,50,1,1,6,26,22,True,1459892599216.0,listener,yellowish or bluish?,62.0,1.0,3,17,15.0,2.0,human
2796-8,1476481223386.0,24,close,distr2,250,14,50,3,3,distr1,285,12,50,1,1,target,323,19,50,2,2,7,13,7,False,1476481215394.0,speaker,brightest,93.0,0.0,1,9,9.0,1.0,human
9149-3,1476992497168.0,20,close,target,257,24,50,2,2,distr1,277,97,50,1,1,distr2,287,56,50,3,3,19,15,8,True,1476992492088.0,speaker,not the bright purples but the other one,626.0,1.0,8,33,16.0,3.0,human
3947-0,1476991986865.0,10,split,target,150,46,50,3,1,distr1,158,85,50,2,3,distr2,248,36,50,1,2,12,53,61,True,1476991985386.0,speaker,darker green,222.0,1.0,2,11,11.0,2.0,human
8295-7,1476988772514.0,38,far,target,51,36,50,1,1,distr2,334,9,50,2,3,distr1,311,91,50,3,2,65,34,26,True,1476988770746.0,speaker,yellowish green,188.0,1.0,2,14,14.0,2.0,human
8261-8,1476990826449.0,39,close,target,0,30,50,1,3,distr1,340,4,50,3,1,distr2,322,18,50,2,2,18,15,14,True,1476990824985.0,speaker,red,442.0,1.0,1,3,3.0,1.0,human
3012-6,1476995582571.0,30,close,target,87,45,50,1,3,distr2,64,21,50,2,2,distr1,156,30,50,3,1,19,14,18,True,1476995565950.0,listener,"i see a light green, blueish green, and a brown green",422.0,1.0,11,41,35.0,7.0,human
3262-2,1476989419334.0,42,close,target,328,54,50,3,1,distr1,359,33,50,1,2,distr2,2,45,50,2,3,16,19,5,True,1476989417946.0,speaker,pink,273.0,1.0,1,4,4.0,1.0,human
3321-5,1476470491485.0,12,far,target,267,91,50,1,3,distr1,306,99,50,2,1,distr2,338,69,50,3,2,25,31,22,True,1476470480160.0,listener,Blueberries or strawberries?,149.0,1.0,3,25,23.0,2.0,human
3938-b,1476991094922.0,1,close,target,136,51,50,1,1,distr2,141,38,50,3,2,distr1,129,17,50,2,3,16,6,10,True,1476991090402.0,speaker,the target is the most vibrant color,547.0,1.0,7,30,18.0,3.0,human
5087-4,1476992012404.0,1,close,target,336,53,50,1,3,distr1,352,18,50,2,1,distr2,315,23,50,3,2,15,12,12,True,1476992005841.0,listener,which one bright or muted?,613.0,1.0,5,21,14.0,3.0,human
5404-e,1476999020411.0,22,split,target,257,74,50,2,1,distr1,285,70,50,1,2,distr2,76,35,50,3,3,14,83,79,True,1476999017329.0,speaker,dark purple/blue,300.0,1.0,2,14,14.0,3.0,human
2841-a,1476498081099.0,37,split,target,101,17,50,2,1,distr2,191,42,50,3,3,distr1,67,30,50,1,2,11,27,35,True,1476498073574.0,speaker,not blue or lighter green,880.0,1.0,5,21,16.0,3.0,human
9149-3,1476992136784.0,5,close,target,7,26,50,1,2,distr1,315,16,50,2,3,distr2,290,8,50,3,1,16,17,7,True,1476992132087.0,speaker,the pinkish box,626.0,1.0,3,13,10.0,2.0,human
1903-c,1476488137605.0,43,close,target,358,41,50,2,2,distr2,14,37,50,1,1,distr1,18,68,50,3,3,17,11,10,True,1476488136071.0,speaker,pinkest,789.0,1.0,1,7,7.0,1.0,human
4742-9,1476990016994.0,33,split,target,55,70,50,3,3,distr1,75,64,50,1,2,distr2,329,76,50,2,1,12,71,81,True,1476990015619.0,speaker,yellow,484.0,1.0,1,6,6.0,1.0,human
8351-5,1476989129787.0,14,split,target,354,39,50,1,2,distr2,32,46,50,2,1,distr1,339,84,50,3,3,11,29,37,True,1476989096257.0,speaker,medium girly coor not bright,204.0,1.0,5,24,21.0,4.0,human
2687-b,1476484162129.0,5,split,target,328,99,50,1,1,distr2,197,88,50,3,2,distr1,345,73,50,2,3,13,64,62,True,1476484160198.0,speaker,hot pink,804.0,1.0,2,7,7.0,2.0,human
6570-5,1476989979623.0,50,far,target,284,13,50,3,3,distr1,118,94,50,2,2,distr2,298,87,50,1,1,69,23,109,True,1476989977889.0,speaker,gray,270.0,1.0,1,4,4.0,1.0,human
7251-8,1476997253681.0,14,far,target,218,79,50,1,1,distr1,347,4,50,2,2,distr2,330,44,50,3,3,29,33,23,True,1476997250684.0,speaker,blue,235.0,1.0,1,4,4.0,1.0,human
3375-b,1476999340623.0,30,far,target,297,82,50,3,1,distr1,9,0,50,1,2,distr2,14,76,50,2,3,31,43,28,True,1476999339605.0,speaker,pink,382.0,1.0,1,4,4.0,1.0,human
8757-5,1459897141454.0,1,split,target,232,79,50,1,2,distr2,208,70,50,3,3,distr1,271,35,50,2,1,16,26,28,True,1459897139077.0,speaker,"Ok, here we go! It's darker than the other one.",103.0,1.0,10,35,13.0,4.0,human
1359-d,1476994186911.0,35,split,target,182,2,50,2,2,distr1,201,51,50,3,1,distr2,19,78,50,1,3,18,31,50,True,1476994178335.0,speaker,gray,300.0,1.0,1,4,4.0,1.0,human
6468-7,1476991157985.0,21,split,target,224,7,50,3,2,distr1,187,2,50,2,1,distr2,45,73,50,1,3,7,39,33,True,1476991153035.0,speaker,bluish grey,379.0,1.0,2,10,10.0,2.0,human
3742-5,1476989955041.0,6,split,target,175,74,50,3,3,distr2,260,89,50,1,2,distr1,186,54,50,2,1,15,60,46,True,1476989935021.0,listener,i don't need full sentences :),352.0,1.0,5,23,17.0,3.0,human
6619-3,1476995624160.0,8,split,target,169,56,50,3,3,distr1,155,24,50,1,1,distr2,338,5,50,2,2,12,45,34,True,1476995621385.0,speaker,bright green,382.0,1.0,2,11,11.0,2.0,human
7584-c,1459884987149.0,47,far,target,283,26,50,3,1,distr2,130,83,50,2,2,distr1,155,20,50,1,3,37,59,29,True,1459884978378.0,listener,ha argh,121.0,1.0,2,6,6.0,2.0,human
7007-b,1476992873710.0,30,far,target,174,55,50,3,1,distr2,195,92,50,2,2,distr1,146,96,50,1,3,25,23,51,True,1476992863965.0,speaker,aqua,318.0,1.0,1,4,4.0,1.0,human
9666-b,1459889118993.0,21,far,distr2,241,12,50,2,1,distr1,78,18,50,3,2,target,195,67,50,1,3,37,29,34,False,1459889116827.0,speaker,brightest blue,160.0,0.0,2,13,13.0,2.0,human
9776-7,1476496015544.0,48,split,target,241,42,50,1,3,distr2,316,39,50,2,1,distr1,254,71,50,3,2,9,23,24,True,1476496004759.0,speaker,not pink,792.0,1.0,2,7,4.0,1.0,human
9839-4,1476993526924.0,18,far,target,217,6,50,3,3,distr1,166,60,50,2,2,distr2,320,57,50,1,1,32,27,58,True,1476993525035.0,speaker,grey,375.0,1.0,1,4,4.0,1.0,human
8464-1,1476493408548.0,17,close,distr2,304,45,50,3,2,target,333,34,50,1,1,distr1,317,60,50,2,3,11,13,6,False,1476493404395.0,speaker,same purple little to no red,752.0,0.0,6,23,15.0,3.0,human
6442-4,1459889792328.0,43,far,target,79,54,50,2,1,distr2,10,58,50,3,2,distr1,44,38,50,1,3,21,58,32,True,1459889789740.0,speaker,green,51.0,1.0,1,5,5.0,1.0,human
6803-b,1476993547515.0,11,close,target,340,3,50,2,2,distr1,283,9,50,3,1,distr2,291,19,50,1,3,11,19,9,True,1476993545196.0,speaker,"the target is gray, looks like cement",370.0,1.0,7,30,25.0,5.0,human
4984-a,1476989191748.0,4,split,target,44,79,50,3,2,distr2,94,32,50,1,1,distr1,54,74,50,2,3,12,28,23,True,1476989190544.0,speaker,orange,352.0,1.0,1,6,6.0,1.0,human
4629-a,1476998964553.0,3,split,target,44,40,50,3,2,distr2,359,96,50,2,3,distr1,48,29,50,1,1,5,38,39,True,1476998939695.0,listener,We can adjust as we go :),236.0,1.0,6,17,11.0,3.0,human
9947-c,1476498386499.0,9,split,distr1,148,5,50,3,2,target,37,0,50,1,1,distr2,94,65,50,2,3,8,35,32,False,1476498380083.0,speaker,grey,937.0,0.0,1,4,4.0,1.0,human
6649-c,1476470442894.0,11,close,target,49,52,50,3,2,distr2,61,38,50,1,1,distr1,71,28,50,2,3,13,8,7,True,1476470440724.0,speaker,yellow,315.0,1.0,1,6,6.0,1.0,human
4314-7,1476495827883.0,25,split,target,44,35,50,3,3,distr2,346,82,50,1,2,distr1,39,19,50,2,1,9,43,35,True,1476495821961.0,speaker,"sandy brown, not dull and greyish",914.0,1.0,6,27,21.0,4.0,human
8538-2,1476498330825.0,4,split,target,204,1,50,2,2,distr1,140,10,50,3,1,distr2,164,74,50,1,3,15,34,25,True,1476498328116.0,speaker,dark grey,935.0,1.0,2,8,8.0,2.0,human
8772-f,1476480435566.0,40,split,target,51,4,50,2,1,distr1,32,34,50,3,2,distr2,93,96,50,1,3,17,39,44,True,1476480433950.0,speaker,grey,232.0,1.0,1,4,4.0,1.0,human
4544-9,1476493144584.0,9,far,target,10,88,50,1,1,distr2,85,88,50,2,3,distr1,233,11,50,3,2,37,73,53,True,1476493143244.0,speaker,red,841.0,1.0,1,3,3.0,1.0,human
2166-8,1476996171662.0,25,far,target,349,41,50,1,3,distr2,210,80,50,2,2,distr1,250,51,50,3,1,32,40,25,True,1476996169829.0,speaker,red,222.0,1.0,1,3,3.0,1.0,human
3044-f,1476485837881.0,37,close,target,293,49,50,1,2,distr1,238,31,50,2,3,distr2,301,15,50,3,1,19,15,18,True,1476485835235.0,speaker,bright purp,812.0,1.0,2,10,10.0,2.0,human
1729-3,1476995247091.0,10,far,target,170,80,50,2,2,distr2,272,61,50,1,1,distr1,194,94,50,3,3,30,60,49,True,1476995244915.0,speaker,"teal, hint of green",232.0,1.0,4,15,13.0,3.0,human
0082-c,1476479282669.0,47,far,target,357,78,50,2,1,distr1,201,46,50,1,3,distr2,281,99,50,3,2,53,41,33,True,1476479280756.0,speaker,red,770.0,1.0,1,3,3.0,1.0,human
9666-b,1459889520944.0,49,close,target,115,34,50,2,2,distr2,154,16,50,1,3,distr1,162,27,50,3,1,16,17,6,True,1459889519670.0,speaker,green,160.0,1.0,1,5,5.0,1.0,human
9054-b,1476997641342.0,11,close,target,86,55,50,2,2,distr2,87,32,50,3,1,distr1,92,42,50,1,3,5,10,5,True,1476997634723.0,speaker,lightest more yellow green,335.0,1.0,4,23,19.0,3.0,human
0736-7,1476989143411.0,10,split,target,336,13,50,3,3,distr1,349,44,50,2,1,distr2,97,52,50,1,2,16,52,70,True,1476989136781.0,speaker,the grayish redish one,214.0,1.0,4,19,16.0,3.0,human
5532-5,1476993569513.0,18,close,target,80,26,50,1,1,distr2,68,63,50,2,3,distr1,67,34,50,3,2,6,17,12,True,1476993565042.0,speaker,"green, not yellowish, not brownish",268.0,1.0,5,28,22.0,3.0,human
2409-5,1476490809201.0,31,close,target,326,22,50,1,3,distr2,234,8,50,3,1,distr1,330,4,50,2,2,16,18,8,True,1476490807323.0,speaker,The color is the muted shade of pink.,817.0,1.0,8,29,19.0,4.0,human
8320-3,1476988971981.0,31,split,distr1,275,73,50,2,2,distr2,330,52,50,1,3,target,258,49,50,3,1,8,24,22,False,1476988964925.0,speaker,dark purple,231.0,0.0,2,10,10.0,2.0,human
7963-e,1476474830543.0,12,close,target,43,72,50,1,1,distr1,55,32,50,2,3,distr2,48,63,50,3,2,14,6,11,True,1476474827758.0,speaker,nice. bright orange,235.0,1.0,3,16,16.0,3.0,human
3772-3,1476466754429.0,20,close,target,222,71,50,2,1,distr1,254,68,50,1,3,distr2,278,49,50,3,2,14,19,12,True,1476466749947.0,speaker,the lighter blue,721.0,1.0,3,14,11.0,2.0,human
8569-c,1476995214521.0,7,close,distr2,173,71,50,2,3,distr1,169,81,50,3,1,target,179,49,50,1,2,14,9,5,False,1476995197034.0,listener,which shade of teal?,294.0,0.0,4,16,9.0,2.0,human
8547-9,1476991362593.0,49,split,target,102,29,50,1,1,distr1,115,20,50,2,3,distr2,215,34,50,3,2,5,45,39,True,1476991353142.0,speaker,lighter green,269.0,1.0,2,12,12.0,2.0,human
1745-9,1476479916132.0,20,close,target,271,17,50,1,1,distr1,302,45,50,3,3,distr2,263,31,50,2,2,15,9,14,True,1476479915586.0,speaker,gray,667.0,1.0,1,4,4.0,1.0,human
8659-4,1476487145207.0,3,split,target,48,32,50,1,1,distr1,76,5,50,2,3,distr2,170,78,50,3,2,18,33,31,True,1476487136944.0,speaker,brow,794.0,1.0,1,4,4.0,1.0,human
6888-9,1459889034891.0,6,close,distr1,297,27,50,1,2,distr2,228,18,50,3,1,target,341,16,50,2,3,15,19,18,False,1459888992556.0,speaker,"not purple, not pink.. it's a shade in between the other 2",175.0,0.0,11,43,15.0,3.0,human
9146-e,1459891891298.0,10,close,target,304,5,50,3,3,distr2,356,5,50,1,1,distr1,220,9,50,2,2,9,5,10,True,1459891884748.0,speaker,puplish grey,144.0,1.0,2,11,11.0,2.0,human
4024-b,1476996507421.0,40,close,target,99,19,50,2,1,distr1,116,36,50,3,3,distr2,157,44,50,1,2,11,14,12,True,1476996497590.0,speaker,dullest green,300.0,1.0,2,12,12.0,2.0,human
6888-9,1459889621501.0,31,split,target,288,71,50,2,1,distr2,0,92,50,1,3,distr1,263,60,50,3,2,12,42,46,True,1459889614555.0,speaker,"not red, not purple... the more pink looking color",175.0,1.0,9,38,25.0,5.0,human
9444-5,1476503841940.0,45,close,target,51,40,50,2,2,distr2,52,71,50,3,1,distr1,42,42,50,1,3,7,11,15,True,1476503831127.0,speaker,no,819.0,1.0,1,2,,,human
5801-8,1476998059824.0,26,far,target,211,46,50,3,1,distr2,47,90,50,2,3,distr1,28,48,50,1,2,43,57,25,True,1476998058854.0,speaker,blue,254.0,1.0,1,4,4.0,1.0,human
8343-d,1476503128668.0,42,close,target,68,20,50,3,2,distr1,107,32,50,2,1,distr2,90,44,50,1,3,12,14,7,True,1476503127150.0,speaker,brownish one,402.0,1.0,2,11,11.0,2.0,human
4974-e,1476992289986.0,5,far,target,350,79,50,3,2,distr1,18,18,50,2,3,distr2,49,77,50,1,1,23,54,34,True,1476992287479.0,speaker,red,219.0,1.0,1,3,3.0,1.0,human
8772-f,1476480128051.0,25,far,target,23,59,50,2,3,distr1,128,16,50,3,2,distr2,218,61,50,1,1,39,48,42,True,1476480125131.0,speaker,orange,232.0,1.0,1,6,6.0,1.0,human
7611-1,1476492881249.0,11,far,target,40,10,50,1,2,distr2,242,51,50,2,1,distr1,356,53,50,3,3,29,44,38,True,1476492879267.0,speaker,grey,286.0,1.0,1,4,4.0,1.0,human
9903-d,1476490057142.0,44,split,target,213,73,50,3,3,distr1,229,41,50,1,2,distr2,288,57,50,2,1,11,30,21,True,1476490053091.0,speaker,bright blue,865.0,1.0,2,10,10.0,2.0,human
8089-4,1477003832472.0,35,close,distr1,252,17,50,1,3,target,320,4,50,3,1,distr2,248,2,50,2,2,14,5,16,False,1477003815379.0,listener,srry,418.0,0.0,1,4,4.0,1.0,human
0990-6,1476993628867.0,50,far,target,232,6,50,2,1,distr2,334,69,50,1,2,distr1,254,41,50,3,3,22,28,28,True,1476993619633.0,speaker,Gray box again!,641.0,1.0,3,12,7.0,2.0,human
4139-d,1459886673582.0,17,split,target,322,68,50,3,2,distr1,297,76,50,1,3,distr2,188,40,50,2,1,12,50,38,True,1459886622331.0,listener,not hot pink?,171.0,1.0,3,10,7.0,2.0,human
8455-f,1476491797529.0,48,split,target,195,30,50,2,1,distr2,173,70,50,1,2,distr1,123,9,50,3,3,19,25,25,True,1476491789340.0,listener,so not teal/turqoise,584.0,1.0,3,17,12.0,2.0,human
8595-6,1476992909625.0,45,split,target,134,1,50,3,3,distr1,209,32,50,2,2,distr2,5,97,50,1,1,17,33,46,True,1476992905358.0,speaker,the greyer one,611.0,1.0,3,12,9.0,2.0,human
1869-6,1476989488566.0,1,split,target,282,25,50,3,3,distr2,22,50,50,1,2,distr1,238,41,50,2,1,16,37,46,True,1476989487143.0,speaker,Hello the purple one,44.0,1.0,4,17,14.0,3.0,human
5313-a,1476992950375.0,45,split,target,326,3,50,3,3,distr2,130,14,50,1,1,distr1,10,23,50,2,2,15,27,37,True,1476992947080.0,speaker,purplish gray,634.0,1.0,2,12,12.0,2.0,human
2762-9,1459900957622.0,50,split,distr1,156,70,50,2,1,distr2,2,77,50,1,2,target,164,35,50,3,3,15,61,77,False,1459900952899.0,speaker,sky,12.0,0.0,1,3,3.0,1.0,human
0990-6,1476993601116.0,48,close,target,245,9,50,3,3,distr2,130,1,50,1,2,distr1,225,5,50,2,1,7,13,7,True,1476993596016.0,speaker,The blueish purply gray. Eesh.,641.0,1.0,5,24,21.0,4.0,human
5718-7,1476997932485.0,47,far,target,297,77,50,1,3,distr2,46,70,50,3,2,distr1,4,89,50,2,1,41,72,43,True,1476997929953.0,speaker,purple,350.0,1.0,1,6,6.0,1.0,human
0869-7,1476990942978.0,24,far,target,51,0,50,2,1,distr1,206,89,50,1,2,distr2,152,26,50,3,3,26,23,38,True,1476990938428.0,speaker,grey,286.0,1.0,1,4,4.0,1.0,human
5868-8,1476999959511.0,33,far,target,152,26,50,1,3,distr1,164,99,50,3,1,distr2,307,73,50,2,2,24,44,64,True,1476999957585.0,speaker,dull green,300.0,1.0,2,9,9.0,2.0,human
2651-e,1476503443006.0,2,far,target,281,88,50,2,3,distr1,214,36,50,1,2,distr2,27,55,50,3,1,28,53,43,True,1476503441723.0,speaker,purplest,880.0,1.0,1,8,8.0,1.0,human
3421-f,1476489851833.0,13,far,target,47,72,50,3,2,distr1,317,45,50,2,3,distr2,166,62,50,1,1,65,37,57,True,1476489849443.0,speaker,yelllow,845.0,1.0,1,7,7.0,1.0,human
5528-c,1476497578559.0,49,close,target,340,32,50,2,2,distr2,358,62,50,1,3,distr1,349,67,50,3,1,14,18,6,True,1476497577550.0,listener,thanks you too! :),665.0,1.0,3,12,6.0,1.0,human
6547-7,1476990055700.0,50,split,distr1,256,93,50,2,2,target,241,53,50,1,3,distr2,190,16,50,3,1,8,29,30,False,1476990041310.0,listener,good job,491.0,0.0,2,7,7.0,2.0,human
7314-4,1459886649893.0,36,close,target,70,72,50,3,3,distr1,111,56,50,2,2,distr2,83,56,50,1,1,16,9,8,True,1459886645833.0,speaker,brightest/most yellow green/neon,129.0,1.0,3,28,24.0,4.0,human
2344-0,1476493971240.0,39,close,distr2,177,62,50,3,1,target,172,60,50,1,3,distr1,178,81,50,2,2,8,5,5,False,1476493967143.0,speaker,it's grayish,123.0,0.0,2,11,7.0,1.0,human
0239-7,1476988510573.0,21,far,target,345,13,50,1,2,distr2,178,90,50,2,1,distr1,319,65,50,3,3,21,62,68,True,1476988509880.0,speaker,yes,237.0,1.0,1,3,3.0,1.0,human
2986-c,1476487669584.0,26,far,target,155,86,50,2,2,distr2,1,78,50,1,1,distr1,339,17,50,3,3,63,81,26,True,1476487623467.0,speaker,yahoo!!  ...ok...bluish green,524.0,1.0,3,18,18.0,4.0,human
3012-6,1476995221641.0,17,far,target,172,22,50,2,2,distr1,134,72,50,3,1,distr2,244,19,50,1,3,29,31,54,True,1476995207946.0,listener,not green,422.0,1.0,2,8,5.0,1.0,human
5932-1,1477002165479.0,44,close,target,91,78,50,2,1,distr2,122,95,50,1,3,distr1,86,45,50,3,2,11,7,17,True,1477002159971.0,speaker,bright green with hint of yellow,232.0,1.0,6,27,21.0,4.0,human
1212-5,1476991455791.0,5,split,target,77,44,50,2,1,distr1,98,27,50,1,3,distr2,321,9,50,3,2,10,46,41,True,1476991453048.0,speaker,lime green,,1.0,2,9,9.0,2.0,human
8089-4,1477003771418.0,30,close,target,301,82,50,2,3,distr1,284,30,50,1,1,distr2,277,49,50,3,2,16,15,8,True,1477003763835.0,speaker,those tones will be known as bright,549.0,1.0,7,29,20.0,4.0,human
8985-a,1476992775142.0,34,split,target,124,85,50,3,2,distr2,155,26,50,2,1,distr1,111,63,50,1,3,7,27,23,True,1476992772643.0,speaker,"neon green, brightest one",542.0,1.0,4,21,21.0,4.0,human
8557-6,1476999018492.0,8,far,target,20,9,50,2,3,distr2,295,49,50,3,1,distr1,207,66,50,1,2,29,31,37,True,1476999017337.0,speaker,gray,254.0,1.0,1,4,4.0,1.0,human
3349-a,1476473999101.0,7,split,target,248,70,50,1,2,distr1,230,87,50,3,3,distr2,92,28,50,2,1,5,62,62,True,1476473992570.0,speaker,blue purple,659.0,1.0,2,10,10.0,2.0,human
2651-e,1476504101768.0,26,close,target,345,64,50,1,1,distr1,334,32,50,2,3,distr2,344,35,50,3,2,13,9,5,True,1476504093875.0,speaker,Good guess lol,880.0,1.0,3,12,12.0,3.0,human
7905-9,1476988847535.0,49,close,distr1,220,53,50,2,2,target,208,40,50,1,3,distr2,253,20,50,3,1,10,19,15,False,1476988846333.0,speaker,skyish blue,264.0,0.0,2,10,10.0,2.0,human
4764-2,1476472921155.0,21,far,target,59,34,50,2,2,distr1,1,60,50,3,3,distr2,90,5,50,1,1,48,21,36,True,1476472915152.0,speaker,yellow,757.0,1.0,1,6,6.0,1.0,human
5266-c,1476493810342.0,36,far,target,309,36,50,1,3,distr1,343,94,50,2,2,distr2,237,43,50,3,1,25,23,41,True,1476493803039.0,speaker,"mauve pink, not the super bright thing",321.0,1.0,7,31,25.0,5.0,human
2617-5,1476992599335.0,36,far,target,152,39,50,2,2,distr1,56,36,50,3,3,distr2,244,53,50,1,1,23,56,72,True,1476992598054.0,speaker,light green,578.0,1.0,2,10,10.0,2.0,human
2783-c,1477000029879.0,31,close,target,316,55,50,1,1,distr1,289,23,50,2,2,distr2,314,22,50,3,3,12,12,5,True,1477000027826.0,speaker,bright pink,572.0,1.0,2,10,10.0,2.0,human
6534-d,1476472038865.0,27,close,distr1,346,30,50,2,2,distr2,1,19,50,1,1,target,335,10,50,3,3,13,9,8,False,1476472031715.0,speaker,closest to purple,744.0,0.0,3,15,13.0,2.0,human
7122-8,1476997161310.0,26,split,target,141,73,50,2,3,distr1,86,45,50,1,1,distr2,186,55,50,3,2,13,34,35,True,1476997159317.0,speaker,brighter green,232.0,1.0,2,13,13.0,2.0,human
8141-6,1476995170197.0,3,far,target,210,65,50,1,2,distr2,105,4,50,3,3,distr1,116,96,50,2,1,67,31,38,True,1476995168644.0,speaker,blue,330.0,1.0,1,4,4.0,1.0,human
8366-0,1476474975532.0,32,close,distr1,287,40,50,2,2,distr2,279,19,50,1,3,target,286,76,50,3,1,8,18,11,False,1476474970484.0,speaker,darker purple,414.0,0.0,2,12,12.0,2.0,human
3103-3,1476495264770.0,2,close,target,142,92,50,3,2,distr1,109,41,50,1,1,distr2,113,98,50,2,3,16,6,18,True,1476495202718.0,speaker,The sea foamy color that is the most blue of the 3,924.0,1.0,11,38,17.0,4.0,human
4719-3,1459893777587.0,29,far,target,308,8,50,1,3,distr2,133,13,50,3,1,distr1,28,42,50,2,2,27,30,30,True,1459893775564.0,speaker,light purple,108.0,1.0,2,11,11.0,2.0,human
4806-d,1476468609751.0,25,close,target,104,61,50,2,2,distr1,147,75,50,1,3,distr2,95,38,50,3,1,10,10,15,True,1476468606643.0,speaker,bright green not the turqoise,675.0,1.0,5,25,19.0,3.0,human
3639-a,1476475356260.0,42,far,target,59,68,50,1,3,distr1,110,79,50,2,1,distr2,177,58,50,3,2,21,37,30,True,1476475354234.0,speaker,yellow,286.0,1.0,1,6,6.0,1.0,human
7405-4,1476995180002.0,13,split,target,194,64,50,1,2,distr2,164,53,50,3,3,distr1,188,30,50,2,1,10,27,21,True,1476995175389.0,speaker,bllue,222.0,1.0,1,5,5.0,1.0,human
6694-c,1459895075998.0,50,far,target,71,54,50,3,2,distr1,339,20,50,1,3,distr2,33,17,50,2,1,55,29,23,True,1459895073128.0,speaker,yellow green,100.0,1.0,2,11,11.0,2.0,human
8569-c,1476995421808.0,27,close,target,248,14,50,1,1,distr2,213,1,50,2,2,distr1,25,5,50,3,3,18,16,5,True,1476995420709.0,listener,you are doing well. not many left,294.0,1.0,7,26,12.0,3.0,human
4033-4,1476989844639.0,20,split,target,123,56,50,3,3,distr2,199,73,50,2,1,distr1,111,35,50,1,2,9,53,48,True,1476989841903.0,speaker,bright green,407.0,1.0,2,11,11.0,2.0,human
3850-8,1476478702460.0,4,close,target,316,19,50,3,1,distr2,316,72,50,1,2,distr1,336,34,50,2,3,9,16,14,True,1476478698117.0,speaker,dull mauve,232.0,1.0,2,9,9.0,2.0,human
4929-3,1459896032022.0,33,close,distr1,224,54,50,2,1,target,279,25,50,3,2,distr2,244,43,50,1,3,19,15,9,False,1459896029108.0,speaker,light purple,46.0,0.0,2,11,11.0,2.0,human
3681-3,1476495709863.0,33,split,target,350,71,50,2,2,distr1,2,17,50,3,3,distr2,221,27,50,1,1,18,38,25,True,1476495707732.0,speaker,pink,123.0,1.0,1,4,4.0,1.0,human
0389-5,1476989808445.0,40,split,target,123,4,50,3,2,distr2,266,96,50,1,3,distr1,295,2,50,2,1,13,40,34,True,1476989804288.0,speaker,truer grey,278.0,1.0,2,9,9.0,2.0,human
5111-1,1476992027274.0,21,far,target,95,34,50,1,3,distr1,18,1,50,2,2,distr2,270,31,50,3,1,27,68,26,True,1476992025049.0,speaker,olive green,449.0,1.0,2,10,10.0,2.0,human
3742-5,1476990146358.0,23,far,target,110,48,50,2,3,distr1,267,85,50,3,1,distr2,42,32,50,1,2,67,27,64,True,1476990145490.0,speaker,green,457.0,1.0,1,5,5.0,1.0,human
4614-f,1476500538472.0,15,close,target,91,66,50,1,3,distr2,120,63,50,2,2,distr1,64,53,50,3,1,13,7,18,True,1476500530258.0,speaker,"lime green, not neon green",286.0,1.0,5,21,18.0,4.0,human
2470-e,1459881820443.0,15,split,target,162,69,50,3,3,distr2,61,34,50,2,1,distr1,125,69,50,1,2,16,26,21,True,1459881817142.0,speaker,Blue,48.0,1.0,1,4,4.0,1.0,human
4752-7,1476991745441.0,2,split,target,274,27,50,2,2,distr1,348,10,50,3,3,distr2,19,96,50,1,1,19,43,29,True,1476991744267.0,speaker,purple,516.0,1.0,1,6,6.0,1.0,human
0109-c,1476495517144.0,32,split,target,58,5,50,1,2,distr2,119,91,50,2,1,distr1,303,2,50,3,3,11,37,47,True,1476495511417.0,listener,like a purpley grey,266.0,1.0,4,16,15.0,3.0,human
4139-d,1459887136957.0,39,close,target,291,98,50,1,1,distr1,316,57,50,3,2,distr2,272,75,50,2,3,14,15,18,True,1459887053897.0,speaker,The target seems like the middle purple on the red-blue spectrum.,181.0,1.0,11,53,42.0,8.0,human
5248-d,1459887850099.0,13,far,target,152,79,50,1,1,distr2,73,21,50,2,2,distr1,4,90,50,3,3,79,24,47,True,1459887847925.0,speaker,lime green,177.0,1.0,2,9,9.0,2.0,human
3029-f,1476485949303.0,8,close,target,294,22,50,1,1,distr2,298,76,50,2,2,distr1,275,24,50,3,3,5,16,18,True,1476485932855.0,speaker,"dang, 2 look the same >:o   grey one that is a bit lighter",345.0,1.0,12,40,26.0,7.0,human
7328-c,1476990481740.0,17,split,target,105,59,50,1,1,distr1,162,98,50,2,3,distr2,199,72,50,3,2,18,55,44,True,1476990479331.0,speaker,The bright grass-green.,200.0,1.0,3,19,16.0,3.0,human
