gameid,clkTime,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,msgTime,role,contents,workerid_uniq,numOutcome,numRawWords,numRawChars,numCleanChars,numCleanWords,source
3421-f,1476490144505.0,25,close,target,300,45,50,1,3,distr1,294,87,50,3,2,distr2,321,67,50,2,1,8,9,13,True,1476490141342.0,speaker,least bright,845.0,1.0,2,11,11.0,2.0,human
6089-c,1476482987242.0,11,close,distr1,331,41,50,3,3,target,312,32,50,2,2,distr2,305,42,50,1,1,8,5,11,False,1476482951970.0,listener,omg haha,345.0,0.0,2,7,7.0,2.0,human
2448-0,1476505923915.0,24,split,target,278,0,50,3,1,distr1,249,12,50,1,2,distr2,67,38,50,2,3,14,28,47,True,1476505912616.0,speaker,grey,908.0,1.0,1,4,4.0,1.0,human
1526-7,1476989449093.0,3,close,target,293,64,50,1,2,distr2,295,93,50,2,3,distr1,276,41,50,3,1,9,7,16,True,1476989434507.0,speaker,not the light purple and not the dark purple,397.0,1.0,9,36,21.0,4.0,human
3044-f,1476485478896.0,3,close,target,36,40,50,1,1,distr1,55,39,50,2,2,distr2,61,23,50,3,3,14,14,8,True,1476485466199.0,speaker,brown,812.0,1.0,1,5,5.0,1.0,human
0713-f,1476988634887.0,46,far,target,273,28,50,3,2,distr2,62,52,50,1,3,distr1,183,30,50,2,1,34,68,36,True,1476988633317.0,speaker,purple,201.0,1.0,1,6,6.0,1.0,human
1691-5,1476464774385.0,44,split,target,282,35,50,3,2,distr2,174,17,50,1,1,distr1,266,14,50,2,3,13,32,30,True,1476464771306.0,speaker,the brightest purple - no gray,691.0,1.0,5,24,19.0,3.0,human
4261-9,1476495492558.0,11,far,target,64,73,50,2,3,distr1,290,32,50,1,2,distr2,287,1,50,3,1,77,40,24,True,1476495491225.0,speaker,Yellow,44.0,1.0,1,6,6.0,1.0,human
3162-4,1476993583865.0,18,far,target,240,21,50,2,1,distr1,28,52,50,3,2,distr2,338,74,50,1,3,42,31,35,True,1476993568547.0,speaker,grey,546.0,1.0,1,4,4.0,1.0,human
6771-0,1476996842296.0,44,split,target,129,69,50,2,2,distr1,76,43,50,1,1,distr2,9,2,50,3,3,15,37,30,True,1476996840032.0,speaker,bright green,565.0,1.0,2,11,11.0,2.0,human
8995-1,1476482248559.0,29,split,target,105,10,50,1,2,distr2,240,71,50,3,3,distr1,194,18,50,2,1,17,49,29,True,1476482241266.0,speaker,green,414.0,1.0,1,5,5.0,1.0,human
0532-1,1476998793197.0,5,split,target,262,0,50,1,1,distr2,77,55,50,2,3,distr1,354,8,50,3,2,10,33,41,True,1476998791832.0,speaker,grey,529.0,1.0,1,4,4.0,1.0,human
2010-8,1476996073129.0,6,close,target,88,25,50,2,3,distr1,63,31,50,3,1,distr2,50,40,50,1,2,9,14,6,True,1476996070702.0,speaker,greenest again,335.0,1.0,2,13,8.0,1.0,human
8002-d,1476470235317.0,43,far,target,247,49,50,2,2,distr2,160,80,50,3,3,distr1,261,8,50,1,1,26,64,43,True,1476470234226.0,speaker,blue,154.0,1.0,1,4,4.0,1.0,human
0763-2,1459895644124.0,30,split,target,90,85,50,3,2,distr1,80,49,50,2,1,distr2,164,37,50,1,3,12,29,24,True,1459895641068.0,speaker,yep! :),97.0,1.0,1,3,3.0,1.0,human
4878-c,1476993364472.0,21,close,target,309,82,50,1,3,distr1,278,28,50,3,1,distr2,293,84,50,2,2,17,7,16,True,1476993361586.0,speaker,the redder brighter pink,202.0,1.0,4,21,18.0,3.0,human
4131-6,1476996358033.0,25,split,target,240,67,50,2,1,distr2,119,30,50,3,3,distr1,276,93,50,1,2,14,62,57,True,1476996355871.0,speaker,blue,302.0,1.0,1,4,4.0,1.0,human
2641-2,1476489989472.0,30,close,distr2,62,4,50,2,3,target,36,7,50,1,2,distr1,131,10,50,3,1,15,5,11,False,1476489972120.0,listener,The one more gray or more blueish green?,861.0,0.0,8,32,19.0,4.0,human
5047-0,1476495740384.0,40,far,target,320,87,50,1,2,distr1,207,2,50,2,3,distr2,117,24,50,3,1,24,75,25,True,1476495738798.0,speaker,pink,932.0,1.0,1,4,4.0,1.0,human
8320-3,1476989171393.0,43,close,target,147,3,50,2,3,distr2,125,7,50,3,2,distr1,144,13,50,1,1,11,7,5,True,1476989166895.0,speaker,I knew it!,231.0,1.0,3,7,4.0,1.0,human
5087-4,1476992339641.0,22,close,target,249,37,50,1,2,distr2,265,25,50,2,1,distr1,234,29,50,3,3,7,9,9,True,1476992335307.0,speaker,the brighter of the two that are purple/blue,347.0,1.0,8,36,21.0,4.0,human
0322-8,1476989162515.0,1,close,target,257,87,50,3,1,distr2,275,80,50,1,3,distr1,257,27,50,2,2,18,9,16,True,1476989161316.0,speaker,Blue,222.0,1.0,1,4,4.0,1.0,human
3071-a,1476994798824.0,1,close,target,285,76,50,2,3,distr1,311,76,50,1,1,distr2,325,61,50,3,2,12,17,9,True,1476994795819.0,speaker,purple,319.0,1.0,1,6,6.0,1.0,human
9080-5,1476468065140.0,35,far,target,336,43,50,3,3,distr1,291,76,50,1,1,distr2,296,0,50,2,2,21,26,31,True,1476468060817.0,speaker,pinkish purple,185.0,1.0,2,13,13.0,2.0,human
3772-3,1476466611468.0,9,far,target,46,43,50,1,1,distr1,182,84,50,2,3,distr2,295,48,50,3,2,41,63,57,True,1476466607503.0,listener,lol,719.0,1.0,1,3,3.0,1.0,human
4950-2,1476992514155.0,40,far,target,17,70,50,2,2,distr2,144,89,50,1,1,distr1,138,8,50,3,3,38,71,33,True,1476992512617.0,speaker,orange,209.0,1.0,1,6,6.0,1.0,human
4929-3,1459895797654.0,21,close,target,149,64,50,3,3,distr1,98,48,50,1,2,distr2,137,68,50,2,1,12,6,9,True,1459895777785.0,speaker,not brown/green,46.0,1.0,2,13,10.0,2.0,human
3799-3,1476499312176.0,47,split,target,204,52,50,1,2,distr2,349,67,50,3,1,distr1,175,7,50,2,3,19,50,39,True,1476499310172.0,speaker,blue,814.0,1.0,1,4,4.0,1.0,human
4178-b,1459889345263.0,5,close,target,274,88,50,2,3,distr2,247,63,50,1,1,distr1,283,79,50,3,2,5,11,16,True,1459889340742.0,speaker,Blueish purple,79.0,1.0,2,13,13.0,2.0,human
8047-0,1476494230419.0,45,split,target,109,14,50,1,1,distr1,103,31,50,2,2,distr2,305,73,50,3,3,11,63,81,True,1476494226951.0,speaker,"muted green, not the bright green",875.0,1.0,6,27,21.0,4.0,human
0780-8,1476993249694.0,18,close,target,9,13,50,1,2,distr1,301,13,50,2,1,distr2,255,4,50,3,3,15,12,14,True,1476993245250.0,speaker,light brown,350.0,1.0,2,10,10.0,2.0,human
9353-3,1459899693725.0,46,far,target,102,24,50,3,1,distr1,348,72,50,2,3,distr2,98,89,50,1,2,61,24,87,True,1459899691354.0,speaker,not pink or bright green,132.0,1.0,5,20,15.0,3.0,human
2811-d,1476992507401.0,17,close,target,282,5,50,2,3,distr1,219,4,50,3,2,distr2,302,10,50,1,1,8,8,16,True,1476992505677.0,speaker,the purple with more grey in it,480.0,1.0,7,25,10.0,2.0,human
5697-7,1476990998138.0,8,split,target,328,85,50,2,1,distr2,80,72,50,1,3,distr1,359,41,50,3,2,18,85,67,True,1476990996540.0,speaker,"The hot, bright pink",419.0,1.0,4,16,13.0,3.0,human
3563-2,1476468013020.0,19,far,target,82,58,50,1,1,distr1,227,91,50,3,3,distr2,301,92,50,2,2,75,92,29,True,1476468011610.0,speaker,green,232.0,1.0,1,5,5.0,1.0,human
5491-0,1476486892842.0,1,split,target,168,6,50,1,2,distr2,69,79,50,3,3,distr1,131,13,50,2,1,11,38,32,True,1476486880038.0,speaker,gray,584.0,1.0,1,4,4.0,1.0,human
5824-8,1476999150527.0,18,close,target,134,77,50,3,1,distr1,72,42,50,2,2,distr2,147,71,50,1,3,18,6,19,True,1476999149434.0,speaker,bright green,262.0,1.0,2,11,11.0,2.0,human
6547-745,1476996702207.0,5,far,target,97,46,50,3,1,distr2,259,7,50,2,2,distr1,241,55,50,1,3,69,40,28,True,1476996700741.0,speaker,green,313.0,1.0,1,5,5.0,1.0,human
5899-f,1476470252922.0,12,close,target,322,93,50,1,1,distr1,316,98,50,3,3,distr2,332,68,50,2,2,5,7,12,True,1476470246916.0,speaker,"okay so magenta, not the brightest but not the dullest",254.0,1.0,10,44,27.0,4.0,human
0869-7,1476991167484.0,37,close,target,235,44,50,2,2,distr1,245,32,50,1,1,distr2,218,61,50,3,3,5,10,12,True,1476991154761.0,listener,lets keep going,294.0,1.0,3,13,13.0,3.0,human
1178-5,1476487514711.0,13,split,target,158,69,50,1,3,distr2,261,40,50,3,1,distr1,116,94,50,2,2,18,58,69,True,1476487512746.0,speaker,click the teal green,368.0,1.0,4,17,14.0,3.0,human
0716-6,1476990453487.0,45,close,target,156,86,50,3,1,distr2,84,60,50,2,2,distr1,84,80,50,1,3,17,17,6,True,1476990449085.0,speaker,Light Green on the right,385.0,1.0,5,20,15.0,3.0,human
3676-4,1476988604029.0,34,far,target,116,75,50,1,3,distr1,14,93,50,2,2,distr2,344,2,50,3,1,76,41,30,True,1476988602345.0,speaker,thanks,219.0,1.0,1,6,6.0,1.0,human
2986-c,1476487610202.0,25,close,target,139,84,50,2,3,distr1,79,45,50,3,2,distr2,84,87,50,1,1,17,11,14,True,1476487598787.0,listener,tough one...,821.0,1.0,2,8,8.0,2.0,human
8890-2,1476991665418.0,2,close,distr1,129,56,50,1,2,distr2,85,21,50,3,3,target,144,46,50,2,1,8,14,17,False,1476991647566.0,speaker,the funny green one,44.0,0.0,4,16,13.0,3.0,human
7708-f,1476489308844.0,4,close,target,271,14,50,2,1,distr1,255,23,50,3,2,distr2,302,51,50,1,3,8,19,18,True,1476489304318.0,speaker,this is a purple/lavender color that has a greyish tone,855.0,1.0,10,45,30.0,5.0,human
3788-d,1476496947319.0,50,split,target,284,0,50,1,1,distr1,24,16,50,3,2,distr2,244,66,50,2,3,12,36,44,True,1476496931763.0,speaker,"grey!  You were awesome, thanks!",923.0,1.0,5,24,17.0,3.0,human
8118-e,1476989098924.0,39,close,distr1,68,50,50,2,1,distr2,91,86,50,3,2,target,100,47,50,1,3,12,13,15,False,1476989092294.0,speaker,dusty green,299.0,0.0,2,10,10.0,2.0,human
5491-0,1476487506444.0,22,close,distr2,63,0,50,2,1,target,280,3,50,3,3,distr1,37,21,50,1,2,18,5,15,False,1476487502874.0,speaker,less classic gray,584.0,0.0,3,15,15.0,3.0,human
5266-c,1476493652659.0,27,far,target,164,9,50,1,2,distr2,213,61,50,3,3,distr1,237,89,50,2,1,42,28,25,True,1476493646512.0,speaker,grayest,321.0,1.0,1,7,7.0,1.0,human
3262-2,1476989427471.0,43,close,target,206,3,50,1,3,distr2,349,15,50,2,1,distr1,10,16,50,3,2,17,18,7,True,1476989425585.0,speaker,gray,273.0,1.0,1,4,4.0,1.0,human
9904-3,1476993104555.0,41,far,target,110,46,50,3,3,distr2,341,5,50,1,1,distr1,208,46,50,2,2,52,40,25,True,1476993102866.0,speaker,green,258.0,1.0,1,5,5.0,1.0,human
3618-3,1459887294975.0,38,split,target,31,51,50,1,3,distr1,22,29,50,2,2,distr2,282,71,50,3,1,11,55,42,True,1459887290878.0,speaker,yellowish brown,96.0,1.0,2,14,14.0,2.0,human
3027-6,1476495645549.0,12,far,target,317,42,50,3,2,distr2,179,67,50,2,3,distr1,48,76,50,1,1,66,59,41,True,1476495644465.0,speaker,pink,819.0,1.0,1,4,4.0,1.0,human
8890-2,1476992360681.0,40,split,distr1,359,16,50,2,1,distr2,291,52,50,3,2,target,336,14,50,1,3,6,22,26,False,1476992357886.0,speaker,the brown one,44.0,0.0,3,11,8.0,2.0,human
6819-e,1476992326868.0,10,split,target,301,47,50,1,2,distr2,190,22,50,3,1,distr1,332,14,50,2,3,19,27,36,True,1476992325395.0,speaker,bright pink,614.0,1.0,2,10,10.0,2.0,human
0868-b,1476471328130.0,43,split,target,194,96,50,2,2,distr1,197,58,50,1,3,distr2,109,62,50,3,1,9,53,50,True,1476471326973.0,speaker,light blue,332.0,1.0,2,9,9.0,2.0,human
8985-a,1476992826371.0,39,close,target,276,47,50,2,2,distr1,255,39,50,3,3,distr2,307,17,50,1,1,8,17,19,True,1476992823913.0,speaker,not the blueish one,542.0,1.0,4,16,10.0,2.0,human
1807-1,1476502455696.0,13,split,target,243,60,50,3,3,distr2,151,75,50,1,1,distr1,238,44,50,2,2,7,69,63,True,1476502453279.0,speaker,The target is the brightest blue,398.0,1.0,6,27,19.0,3.0,human
6178-5,1476994013910.0,48,split,target,232,63,50,1,3,distr2,80,2,50,2,1,distr1,277,65,50,3,2,14,37,39,True,1476994012369.0,speaker,blue,344.0,1.0,1,4,4.0,1.0,human
8816-8,1476480455580.0,49,close,distr2,306,18,50,3,2,target,351,17,50,1,3,distr1,331,81,50,2,1,19,11,18,False,1476480452245.0,speaker,grey,346.0,0.0,1,4,4.0,1.0,human
1053-1,1476990082310.0,28,split,target,237,48,50,2,1,distr2,336,85,50,1,2,distr1,213,99,50,3,3,16,37,41,True,1476990074447.0,speaker,dark blue,431.0,1.0,2,8,8.0,2.0,human
4340-c,1476992847296.0,33,split,target,77,65,50,1,2,distr2,165,28,50,2,1,distr1,51,79,50,3,3,17,29,36,True,1476992845925.0,speaker,green yello,222.0,1.0,2,10,10.0,2.0,human
7480-8,1476993600536.0,22,split,target,160,69,50,2,2,distr2,296,32,50,1,1,distr1,146,49,50,3,3,8,55,51,True,1476993598586.0,speaker,Teal. Not green or purple,79.0,1.0,5,20,15.0,3.0,human
7328-c,1476990227589.0,8,split,target,212,77,50,1,2,distr2,50,57,50,3,1,distr1,234,21,50,2,3,15,62,54,True,1476990225967.0,speaker,The bright blue.,200.0,1.0,3,13,10.0,2.0,human
0315-b,1476499770423.0,14,split,target,319,33,50,3,3,distr1,312,43,50,1,2,distr2,35,64,50,2,1,5,48,52,True,1476499764819.0,speaker,darker of the two,953.0,1.0,4,14,9.0,2.0,human
2159-2,1476988873514.0,17,split,target,266,2,50,1,3,distr1,80,12,50,2,1,distr2,195,44,50,3,2,19,25,27,True,1476988870359.0,speaker,the gray one that is darker,267.0,1.0,6,22,13.0,3.0,human
2918-7,1476488864680.0,1,close,target,79,13,50,1,3,distr1,329,1,50,3,1,distr2,139,4,50,2,2,17,11,8,True,1476488739956.0,speaker,The darker gray but not purple,834.0,1.0,6,25,16.0,3.0,human
5286-9,1476472553742.0,6,close,target,211,32,50,3,1,distr1,221,61,50,2,3,distr2,261,34,50,1,2,10,19,15,True,1476472541225.0,speaker,grayish blue,665.0,1.0,2,11,11.0,2.0,human
5557-c,1476990137075.0,4,split,target,126,24,50,3,1,distr1,175,44,50,1,3,distr2,304,77,50,2,2,18,77,46,True,1476990135550.0,speaker,not blue,309.0,1.0,2,7,4.0,1.0,human
4793-9,1476484655110.0,39,far,target,194,86,50,3,2,distr2,37,69,50,1,1,distr1,156,13,50,2,3,25,51,33,True,1476484653826.0,speaker,blue,808.0,1.0,1,4,4.0,1.0,human
3043-1,1476500449364.0,47,far,target,92,9,50,1,2,distr2,24,73,50,2,1,distr1,105,42,50,3,3,21,33,51,True,1476500435372.0,listener,sorry,232.0,1.0,1,5,5.0,1.0,human
2011-d,1476991523809.0,43,close,target,51,8,50,2,3,distr1,57,27,50,3,2,distr2,78,19,50,1,1,15,13,7,True,1476991518262.0,speaker,grey,227.0,1.0,1,4,4.0,1.0,human
7850-e,1459883004977.0,35,far,target,22,76,50,3,1,distr1,352,69,50,1,3,distr2,186,83,50,2,2,22,54,81,True,1459883004237.0,speaker,orange,131.0,1.0,1,6,6.0,1.0,human
9038-b,1476495820012.0,13,split,target,101,40,50,1,2,distr1,115,74,50,3,1,distr2,337,53,50,2,3,13,73,87,True,1476495817484.0,speaker,not pink or bright green,920.0,1.0,5,20,15.0,3.0,human
4131-6,1476996337338.0,23,far,target,173,57,50,3,3,distr2,15,74,50,1,1,distr1,39,4,50,2,2,29,59,28,True,1476996334895.0,speaker,aqua,302.0,1.0,1,4,4.0,1.0,human
3112-8,1476473275251.0,27,far,target,306,98,50,1,3,distr2,201,40,50,2,2,distr1,18,80,50,3,1,44,43,49,True,1476473269735.0,speaker,Purple.,698.0,1.0,1,6,6.0,1.0,human
4710-7,1476500990419.0,44,close,target,188,18,50,3,1,distr1,138,3,50,2,2,distr2,125,9,50,1,3,11,13,10,True,1476500985232.0,listener,"i see grey, purple grey, and blue grey",881.0,1.0,8,29,25.0,6.0,human
1218-8,1476468717077.0,26,far,target,354,31,50,1,2,distr2,140,73,50,3,1,distr1,220,74,50,2,3,35,70,64,True,1476468715977.0,speaker,reddish,286.0,1.0,1,7,7.0,1.0,human
4741-4,1476994147093.0,34,split,target,242,56,50,1,1,distr1,273,54,50,3,2,distr2,90,82,50,2,3,11,79,98,True,1476994145437.0,speaker,blue,199.0,1.0,1,4,4.0,1.0,human
9405-b,1476994911516.0,39,far,target,231,99,50,2,2,distr1,351,9,50,1,3,distr2,3,92,50,3,1,35,51,28,True,1476994909775.0,speaker,blue,533.0,1.0,1,4,4.0,1.0,human
9146-e,1459891994139.0,18,far,target,359,75,50,1,3,distr2,314,19,50,2,2,distr1,192,22,50,3,1,51,29,32,True,1459891992760.0,speaker,red,144.0,1.0,1,3,3.0,1.0,human
7251-8,1476997150011.0,4,close,target,311,66,50,2,3,distr1,336,78,50,3,2,distr2,330,50,50,1,1,16,11,9,True,1476997147215.0,speaker,bright pink,235.0,1.0,2,10,10.0,2.0,human
9115-f,1476995646622.0,9,split,target,226,51,50,3,2,distr1,269,70,50,1,3,distr2,54,21,50,2,1,17,53,63,True,1476995643655.0,speaker,Blue,601.0,1.0,1,4,4.0,1.0,human
2427-6,1476991117645.0,14,far,target,40,8,50,3,3,distr1,248,92,50,1,1,distr2,156,26,50,2,2,47,22,52,True,1476991113566.0,speaker,grey/purple,231.0,1.0,1,10,10.0,2.0,human
4235-3,1476489613935.0,4,split,target,189,18,50,1,3,distr1,220,10,50,3,1,distr2,31,51,50,2,2,15,34,32,True,1476489610393.0,speaker,the concrete mixed with sky,324.0,1.0,5,23,16.0,3.0,human
5144-7,1459900278669.0,30,close,target,314,14,50,2,3,distr1,305,51,50,3,1,distr2,323,59,50,1,2,17,16,8,True,1459900272057.0,speaker,Dullest of the 3 colors,24.0,1.0,4,18,13.0,2.0,human
4120-1,1476990976411.0,40,close,target,155,93,50,1,1,distr1,153,66,50,2,3,distr2,83,69,50,3,2,8,18,18,True,1476990971839.0,speaker,brughter green,502.0,1.0,2,13,13.0,2.0,human
2227-c,1476472034931.0,37,close,distr2,179,95,50,3,2,distr1,162,53,50,2,1,target,182,75,50,1,3,17,8,18,False,1476471985771.0,speaker,Sorry!,319.0,0.0,1,5,5.0,1.0,human
9843-4,1476468449136.0,23,close,target,145,57,50,3,2,distr1,150,98,50,2,1,distr2,165,62,50,1,3,12,11,17,True,1476468447589.0,speaker,Its the darker green for me,,1.0,6,22,11.0,2.0,human
1359-d,1476993768268.0,4,split,target,334,25,50,1,3,distr1,295,58,50,3,2,distr2,238,0,50,2,1,19,22,30,True,1476993763850.0,listener,the brighter or the duller pink?,570.0,1.0,6,26,18.0,3.0,human
8464-1,1476493308139.0,14,far,target,16,44,50,2,2,distr1,93,3,50,3,3,distr2,268,98,50,1,1,26,45,45,True,1476493306308.0,speaker,brown,752.0,1.0,1,5,5.0,1.0,human
1856-c,1476474035272.0,14,split,target,331,50,50,2,1,distr2,78,66,50,3,3,distr1,314,77,50,1,2,11,78,89,True,1476474032487.0,speaker,"pink, not fuscia",590.0,1.0,3,13,10.0,2.0,human
3336-1,1476995127861.0,30,far,target,279,48,50,3,1,distr2,25,21,50,2,2,distr1,179,47,50,1,3,46,39,37,True,1476995126590.0,speaker,purple,352.0,1.0,1,6,6.0,1.0,human
2251-e,1476472780538.0,34,close,target,120,97,50,1,2,distr1,82,43,50,2,3,distr2,144,77,50,3,1,19,10,16,True,1476472777859.0,speaker,bright,236.0,1.0,1,6,6.0,1.0,human
3799-3,1476499372777.0,49,close,target,116,27,50,2,1,distr2,164,21,50,3,3,distr1,61,14,50,1,2,15,15,17,True,1476499351977.0,speaker,"eh, you're right, i'm used to faded erasers i guess",814.0,1.0,10,40,28.0,6.0,human
0261-d,1476489794648.0,37,close,target,314,13,50,2,3,distr2,272,13,50,3,2,distr1,219,13,50,1,1,18,6,13,True,1476489785963.0,speaker,grey/pink,872.0,1.0,1,8,8.0,2.0,human
0479-6,1476988912679.0,11,far,target,310,60,50,3,3,distr1,199,55,50,1,1,distr2,248,94,50,2,2,48,26,36,True,1476988911431.0,speaker,pink,233.0,1.0,1,4,4.0,1.0,human
2921-f,1476991588257.0,10,far,target,341,29,50,3,2,distr2,231,52,50,1,3,distr1,135,96,50,2,1,78,29,72,True,1476991582866.0,speaker,pinkish,477.0,1.0,1,7,7.0,1.0,human
0237-1,1476995859714.0,10,split,target,337,19,50,1,2,distr1,356,31,50,2,3,distr2,159,57,50,3,1,10,57,62,True,1476995856622.0,speaker,purple,268.0,1.0,1,6,6.0,1.0,human
4879-7,1476994002466.0,42,far,target,98,98,50,2,2,distr1,306,57,50,3,1,distr2,173,72,50,1,3,101,29,57,True,1476994001457.0,speaker,green,517.0,1.0,1,5,5.0,1.0,human
5047-0,1476495477014.0,15,close,distr2,350,8,50,3,1,distr1,181,4,50,1,2,target,270,9,50,2,3,17,9,18,False,1476495473298.0,speaker,purplish gray but more purple than gray,932.0,0.0,7,33,22.0,4.0,human
5035-e,1476991245939.0,9,close,target,153,23,50,2,3,distr1,167,25,50,1,1,distr2,102,23,50,3,2,5,10,15,True,1476991235648.0,speaker,"Middle of the road, not real blue not real green",553.0,1.0,10,38,27.0,6.0,human
2306-2,1476493908514.0,2,far,target,341,84,50,1,1,distr1,35,30,50,3,3,distr2,122,14,50,2,2,36,58,23,True,1476493905512.0,speaker,Squatty red,236.0,1.0,2,10,10.0,2.0,human
0513-8,1476999873075.0,10,far,target,133,14,50,1,1,distr2,132,80,50,2,2,distr1,273,35,50,3,3,40,28,63,True,1476999870603.0,speaker,greenish grey,549.0,1.0,2,12,12.0,2.0,human
8663-3,1476504505979.0,33,close,target,254,30,50,3,1,distr1,302,6,50,1,3,distr2,321,40,50,2,2,19,19,18,True,1476504499611.0,speaker,dinosaur,819.0,1.0,1,8,8.0,1.0,human
1562-0,1476475391567.0,26,far,target,305,66,50,2,2,distr1,151,96,50,1,3,distr2,5,48,50,3,1,100,31,77,True,1476475389958.0,speaker,purple,354.0,1.0,1,6,6.0,1.0,human
2362-3,1476489735154.0,30,far,target,255,54,50,2,1,distr2,115,2,50,1,2,distr1,197,91,50,3,3,43,36,28,True,1476489723084.0,speaker,nice,843.0,1.0,1,4,4.0,1.0,human
0373-5,1476991839904.0,27,close,target,117,32,50,2,2,distr2,135,57,50,1,1,distr1,150,84,50,3,3,17,9,8,True,1476991838419.0,speaker,green/brown,300.0,1.0,1,10,10.0,2.0,human
7486-a,1476493646240.0,21,close,target,306,57,50,2,1,distr1,254,30,50,1,2,distr2,287,77,50,3,3,19,8,17,True,1476493645498.0,speaker,yeah,897.0,1.0,1,4,4.0,1.0,human
3920-3,1476990213334.0,18,split,target,148,59,50,3,3,distr1,82,85,50,1,2,distr2,232,70,50,2,1,19,64,81,True,1476990210926.0,speaker,"green, the less yellow one",273.0,1.0,5,21,18.0,4.0,human
7254-f,1476990946266.0,49,close,target,285,84,50,1,2,distr2,299,47,50,2,1,distr1,277,59,50,3,3,7,9,11,True,1476990939625.0,speaker,the like hot magenta,376.0,1.0,4,17,14.0,3.0,human
6710-f,1476995479037.0,23,split,distr1,167,85,50,1,1,target,174,75,50,3,2,distr2,327,94,50,2,3,8,70,89,False,1476995475701.0,speaker,bright blue,491.0,0.0,2,10,10.0,2.0,human
2806-5,1459893159558.0,34,close,target,252,51,50,1,2,distr1,290,38,50,3,3,distr2,278,25,50,2,1,15,16,7,True,1459893154479.0,speaker,oops sky,69.0,1.0,2,7,7.0,2.0,human
1079-0,1476494380212.0,47,close,target,284,93,50,2,3,distr2,273,73,50,3,2,distr1,285,56,50,1,1,6,8,7,True,1476494366183.0,speaker,the brighter of the two most similar purple,794.0,1.0,8,36,24.0,4.0,human
2641-2,1476490134203.0,41,split,target,194,65,50,2,1,distr1,200,76,50,1,3,distr2,102,29,50,3,2,8,40,47,True,1476490131775.0,speaker,the lighter blue,619.0,1.0,3,14,11.0,2.0,human
7601-b,1459892680682.0,17,split,distr1,114,30,50,2,2,distr2,333,82,50,1,3,target,140,37,50,3,1,5,77,75,False,1459892675499.0,speaker,more green,72.0,0.0,2,9,5.0,1.0,human
3174-b,1476992398232.0,4,close,distr2,107,14,50,2,3,target,163,32,50,1,1,distr1,157,9,50,3,2,14,13,10,False,1476992396048.0,speaker,brighter green,590.0,0.0,2,13,13.0,2.0,human
9131-a,1476488158671.0,12,close,target,33,14,50,1,1,distr1,33,41,50,2,2,distr2,22,58,50,3,3,13,19,12,True,1476488157506.0,listener,These are hard to describe!,28.0,1.0,5,22,12.0,2.0,human
6289-e,1459882822035.0,15,split,target,316,93,50,2,3,distr1,303,18,50,1,2,distr2,1,76,50,3,1,18,33,31,True,1459882819554.0,speaker,brightest pink,18.0,1.0,2,13,13.0,2.0,human
3477-f,1477001038268.0,15,split,target,349,61,50,1,1,distr2,182,26,50,2,2,distr1,340,70,50,3,3,6,54,52,True,1477001033315.0,speaker,"red, not the pink one",262.0,1.0,5,16,10.0,3.0,human
2629-5,1476499338477.0,23,split,target,183,13,50,1,3,distr1,200,56,50,2,1,distr2,272,56,50,3,2,15,28,36,True,1476499329668.0,listener,meaning the greyish one?,330.0,1.0,4,20,17.0,3.0,human
7912-7,1476990415032.0,42,far,target,212,98,50,2,2,distr1,42,97,50,3,1,distr2,353,75,50,1,3,65,46,46,True,1476990413868.0,speaker,blue,482.0,1.0,1,4,4.0,1.0,human
7879-8,1476996610870.0,22,far,target,190,94,50,2,3,distr1,91,81,50,1,1,distr2,41,99,50,3,2,50,51,39,True,1476996608993.0,speaker,blue,,1.0,1,4,4.0,1.0,human
1220-a,1459892556995.0,23,far,target,31,79,50,2,1,distr2,114,13,50,1,2,distr1,216,40,50,3,3,49,36,36,True,1459892554715.0,speaker,orange,34.0,1.0,1,6,6.0,1.0,human
5087-4,1476992694839.0,44,far,target,138,52,50,3,1,distr1,0,45,50,1,2,distr2,50,78,50,2,3,70,31,51,True,1476992693562.0,speaker,green,347.0,1.0,1,5,5.0,1.0,human
4517-7,1476469361018.0,2,split,target,193,63,50,1,2,distr1,175,22,50,3,1,distr2,304,98,50,2,3,15,51,32,True,1476469359520.0,speaker,The baby blue box,666.0,1.0,4,14,11.0,3.0,human
6089-c,1476483557866.0,49,far,target,293,10,50,2,2,distr1,49,40,50,3,1,distr2,344,65,50,1,3,42,23,50,True,1476483557941.0,speaker,hell yeah,549.0,1.0,2,8,8.0,2.0,human
7469-3,1459892872814.0,2,far,target,94,94,50,3,3,distr1,29,96,50,2,2,distr2,284,32,50,1,1,59,89,50,True,1459892871579.0,speaker,green,116.0,1.0,1,5,5.0,1.0,human
1735-5,1476989634007.0,14,split,target,67,98,50,3,3,distr2,322,10,50,2,1,distr1,83,48,50,1,2,19,59,48,True,1476989632024.0,speaker,yellow,340.0,1.0,1,6,6.0,1.0,human
2002-0,1476491444213.0,21,split,distr1,257,14,50,3,3,target,240,8,50,1,2,distr2,234,54,50,2,1,8,23,21,False,1476491438016.0,speaker,dull blue,258.0,0.0,2,8,8.0,2.0,human
