gameid,clkTime,roundNum,condition,clickStatus,clickColH,clickColS,clickColL,clickLocS,clickLocL,alt1Status,alt1ColH,alt1ColS,alt1ColL,alt1LocS,alt1LocL,alt2Status,alt2ColH,alt2ColS,alt2ColL,alt2LocS,alt2LocL,targetD1Diff,targetD2Diff,D1D2Diff,outcome,msgTime,role,contents,workerid_uniq,numOutcome,numRawWords,numRawChars,numCleanChars,numCleanWords,source
7724-9,1476994219570.0,16,close,target,31,46,50,3,2,distr1,44,59,50,1,1,distr2,43,93,50,2,3,14,19,9,True,1476994218279.0,speaker,orange,425.0,1.0,1,6,6.0,1.0,human
6547-7,1476989783616.0,28,far,target,321,81,50,3,3,distr2,189,16,50,2,1,distr1,110,94,50,1,2,102,30,42,True,1476989782174.0,speaker,pink,607.0,1.0,1,4,4.0,1.0,human
7241-4,1476487879931.0,30,split,target,170,48,50,3,1,distr2,2,75,50,2,2,distr1,172,65,50,1,3,5,65,69,True,1476487876016.0,speaker,its the green that's a shade darker,792.0,1.0,7,29,16.0,3.0,human
9288-a,1476503115666.0,34,split,distr1,234,50,50,3,3,target,227,51,50,1,2,distr2,27,76,50,2,1,5,53,56,False,1476503109653.0,listener,"Me either. I see dark blue and lighter, brighter blue.",879.0,0.0,10,42,36.0,7.0,human
4879-7,1476993577975.0,10,split,target,168,28,50,1,1,distr2,27,57,50,2,2,distr1,142,23,50,3,3,9,40,40,True,1476993576363.0,speaker,blue,517.0,1.0,1,4,4.0,1.0,human
2345-7,1476473294225.0,46,far,target,275,88,50,1,1,distr2,118,29,50,3,3,distr1,214,61,50,2,2,28,57,51,True,1476473292898.0,speaker,purple,286.0,1.0,1,6,6.0,1.0,human
9894-3,1476478672495.0,50,far,target,253,46,50,3,2,distr1,273,8,50,1,3,distr2,136,45,50,2,1,24,59,38,True,1476478668318.0,speaker,u2,286.0,1.0,1,1,1.0,1.0,human
8970-0,1476492274306.0,15,far,target,250,91,50,1,2,distr1,56,87,50,3,1,distr2,204,97,50,2,3,96,38,73,True,1476492271879.0,speaker,royal blue not sky,232.0,1.0,4,15,12.0,3.0,human
2472-9,1476996799988.0,28,far,target,250,44,50,2,2,distr1,330,38,50,1,3,distr2,8,94,50,3,1,24,47,30,True,1476996798157.0,speaker,blue,551.0,1.0,1,4,4.0,1.0,human
1729-3,1476995343037.0,18,close,target,179,32,50,2,2,distr1,175,22,50,3,3,distr2,127,3,50,1,1,5,19,15,True,1476995341504.0,speaker,brightest blue,232.0,1.0,2,13,13.0,2.0,human
7193-5,1476485811915.0,50,close,target,306,43,50,3,1,distr2,328,62,50,1,2,distr1,323,27,50,2,3,10,10,10,True,1476485797357.0,speaker,pure purple (no pink in it?),584.0,1.0,6,20,14.0,3.0,human
9903-d,1476489616951.0,11,far,target,274,12,50,3,1,distr2,96,83,50,1,2,distr1,42,35,50,2,3,38,64,33,True,1476489615396.0,speaker,purple,865.0,1.0,1,6,6.0,1.0,human
0672-a,1476993246995.0,13,split,target,355,16,50,1,3,distr2,88,8,50,2,2,distr1,21,35,50,3,1,15,29,25,True,1476993245005.0,speaker,still purple,554.0,1.0,2,11,11.0,2.0,human
6035-4,1476482379965.0,10,split,target,146,98,50,1,2,distr1,72,72,50,2,1,distr2,120,32,50,3,3,19,21,22,True,1476482376752.0,speaker,bright green,777.0,1.0,2,11,11.0,2.0,human
8978-9,1476491762770.0,13,far,target,148,83,50,2,3,distr1,211,67,50,1,2,distr2,68,92,50,3,1,57,22,75,True,1476491760588.0,speaker,the greenest one,279.0,1.0,3,14,11.0,2.0,human
9375-7,1476999031013.0,31,far,target,333,29,50,1,3,distr2,139,19,50,3,2,distr1,27,91,50,2,1,38,51,45,True,1476999027970.0,speaker,purple/pink,479.0,1.0,1,10,10.0,2.0,human
9993-d,1476993536447.0,5,far,target,84,67,50,1,2,distr1,210,25,50,2,3,distr2,295,62,50,3,1,53,93,29,True,1476993531253.0,speaker,green,262.0,1.0,1,5,5.0,1.0,human
2345-2,1476472029017.0,37,split,target,71,40,50,2,1,distr1,59,44,50,1,2,distr2,337,9,50,3,3,6,40,40,True,1476472025258.0,speaker,green,286.0,1.0,1,5,5.0,1.0,human
8794-6,1476990366597.0,25,split,target,222,62,50,3,1,distr2,57,72,50,2,2,distr1,272,24,50,1,3,19,76,68,True,1476990364631.0,speaker,Blue,243.0,1.0,1,4,4.0,1.0,human
3800-7,1476499771777.0,13,far,target,251,82,50,3,3,distr2,72,81,50,2,1,distr1,19,26,50,1,2,45,102,45,True,1476499769447.0,speaker,blue,,1.0,1,4,4.0,1.0,human
3103-3,1476495669203.0,19,split,target,108,92,50,3,1,distr1,112,59,50,1,3,distr2,84,4,50,2,2,10,37,30,True,1476495664451.0,listener,sorry clicked the wrong one,918.0,1.0,5,23,20.0,4.0,human
2811-d,1476992683896.0,28,split,target,217,41,50,1,3,distr1,225,64,50,3,2,distr2,15,85,50,2,1,10,46,50,True,1476992681466.0,speaker,the lighter blue,480.0,1.0,3,14,11.0,2.0,human
4307-f,1476484674233.0,6,split,target,282,78,50,3,3,distr2,181,52,50,2,2,distr1,234,97,50,1,1,15,47,52,True,1476484671541.0,listener,"sky, water, barney?",549.0,1.0,3,14,14.0,3.0,human
2811-d,1476992253487.0,5,far,distr2,45,7,50,2,3,target,20,46,50,1,2,distr1,152,33,50,3,1,45,22,23,False,1476992245095.0,speaker,looks like a tannish color,480.0,0.0,5,22,21.0,4.0,human
6977-4,1476478203343.0,29,close,target,68,10,50,2,3,distr2,62,21,50,1,1,distr1,154,17,50,3,2,13,9,17,True,1476478200757.0,speaker,grey brown not oorange,236.0,1.0,4,19,16.0,3.0,human
8354-d,1476994977999.0,3,far,target,273,33,50,3,2,distr1,1,37,50,2,3,distr2,167,53,50,1,1,28,49,60,True,1476994976453.0,speaker,purple,402.0,1.0,1,6,6.0,1.0,human
1470-6,1476999515028.0,10,far,target,321,15,50,2,3,distr2,35,42,50,3,2,distr1,61,81,50,1,1,60,34,30,True,1476999513374.0,speaker,purple,358.0,1.0,1,6,6.0,1.0,human
6634-6,1476492463724.0,42,split,target,244,6,50,2,1,distr2,302,79,50,1,2,distr1,218,16,50,3,3,8,28,29,True,1476492460798.0,speaker,greyu,286.0,1.0,1,5,5.0,1.0,human
8953-9,1476470474079.0,36,far,target,21,73,50,1,2,distr2,72,71,50,2,3,distr1,107,30,50,3,1,50,51,21,True,1476470473450.0,speaker,Orange,670.0,1.0,1,6,6.0,1.0,human
4449-1,1476493469273.0,46,split,target,11,89,50,2,3,distr2,89,46,50,1,2,distr1,350,55,50,3,1,19,63,69,True,1476493467058.0,speaker,red,258.0,1.0,1,3,3.0,1.0,human
6765-a,1459895032319.0,34,close,distr2,229,71,50,2,1,distr1,250,30,50,1,3,target,276,36,50,3,2,9,17,12,False,1459895029222.0,speaker,in the center blue,151.0,0.0,4,15,10.0,2.0,human
2068-1,1476992513830.0,25,far,target,106,16,50,1,3,distr1,52,98,50,3,1,distr2,20,80,50,2,2,34,44,42,True,1476992512475.0,speaker,grey,339.0,1.0,1,4,4.0,1.0,human
1397-6,1476999413117.0,50,far,target,14,49,50,2,1,distr2,136,26,50,3,2,distr1,105,75,50,1,3,64,49,22,True,1476999409193.0,speaker,last one,549.0,1.0,2,7,7.0,2.0,human
4216-9,1476496074315.0,36,close,target,95,44,50,3,1,distr2,136,63,50,1,2,distr1,135,27,50,2,3,13,9,15,True,1476496072247.0,speaker,lol,909.0,1.0,1,3,3.0,1.0,human
5587-3,1477000049209.0,48,far,target,54,22,50,3,1,distr2,128,78,50,2,2,distr1,250,90,50,1,3,67,28,77,True,1477000047542.0,speaker,brown,254.0,1.0,1,5,5.0,1.0,human
2811-d,1476992209850.0,3,far,target,140,90,50,2,3,distr2,7,78,50,3,1,distr1,61,1,50,1,2,38,81,31,True,1476992209018.0,listener,having a horrible rain storm hope we dont get disconnected.,,1.0,10,49,40.0,7.0,human
0763-2,1459895589411.0,28,far,target,326,52,50,2,2,distr1,41,77,50,1,3,distr2,93,48,50,3,1,57,78,32,True,1459895564613.0,speaker,"pink...not baby pink or bright pink, but not grayed out",97.0,1.0,10,42,28.0,6.0,human
5704-b,1476476031059.0,24,close,distr2,112,42,50,2,3,distr1,96,94,50,3,1,target,66,55,50,1,2,17,17,18,False,1476476021260.0,listener,Is it superbright,748.0,0.0,3,15,11.0,1.0,human
4741-4,1476993825269.0,8,split,target,254,25,50,1,2,distr1,273,89,50,2,1,distr2,100,94,50,3,3,18,64,111,True,1476993821285.0,speaker,grey purple,199.0,1.0,2,10,10.0,2.0,human
5672-9,1476993808502.0,31,far,target,120,3,50,2,2,distr2,24,61,50,3,3,distr1,48,81,50,1,1,34,29,29,True,1476993804567.0,speaker,grey,365.0,1.0,1,4,4.0,1.0,human
4793-9,1476484335410.0,18,split,target,281,50,50,3,3,distr2,142,15,50,2,1,distr1,322,56,50,1,2,14,41,56,True,1476484333565.0,speaker,purple,808.0,1.0,1,6,6.0,1.0,human
7886-f,1476988268530.0,14,close,target,118,3,50,3,1,distr1,31,6,50,1,2,distr2,325,4,50,2,3,7,14,9,True,1476988264113.0,speaker,olive green,293.0,1.0,2,10,10.0,2.0,human
1008-c,1476991783263.0,43,split,target,308,42,50,2,1,distr2,51,23,50,1,3,distr1,306,83,50,3,2,10,52,58,True,1476991781672.0,speaker,dull purple,188.0,1.0,2,10,10.0,2.0,human
2227-c,1476471614341.0,18,far,target,184,76,50,1,3,distr1,98,59,50,3,1,distr2,322,25,50,2,2,36,59,70,True,1476471606580.0,speaker,blue,319.0,1.0,1,4,4.0,1.0,human
0437-f,1476467950098.0,1,far,target,260,1,50,2,1,distr1,11,97,50,3,2,distr2,98,29,50,1,3,31,28,58,True,1476467943180.0,speaker,the grey one,180.0,1.0,3,10,7.0,2.0,human
5971-3,1476994312707.0,20,close,target,326,2,50,2,1,distr2,5,11,50,1,2,distr1,311,13,50,3,3,15,10,12,True,1476994311280.0,speaker,Grey,421.0,1.0,1,4,4.0,1.0,human
6639-9,1476466129947.0,12,split,target,207,10,50,2,2,distr2,83,85,50,3,3,distr1,175,6,50,1,1,7,47,38,True,1476466126681.0,speaker,bluest one,286.0,1.0,2,9,9.0,2.0,human
5979-c,1476990857995.0,12,far,target,298,94,50,3,1,distr2,29,42,50,1,3,distr1,341,87,50,2,2,27,50,31,True,1476990852720.0,speaker,the purplish pink,390.0,1.0,3,15,12.0,2.0,human
1369-5,1476490991144.0,23,close,target,133,38,50,3,1,distr1,132,56,50,2,2,distr2,100,49,50,1,3,8,9,6,True,1476490910740.0,speaker,pixels,849.0,1.0,1,6,6.0,1.0,human
7455-a,1476994839378.0,16,close,target,195,3,50,3,3,distr2,279,28,50,2,2,distr1,315,84,50,1,1,17,18,17,True,1476994836174.0,speaker,grey,536.0,1.0,1,4,4.0,1.0,human
7334-e,1476472617080.0,36,far,target,320,15,50,3,3,distr2,219,24,50,1,2,distr1,148,12,50,2,1,32,21,26,True,1476472614547.0,speaker,purple,286.0,1.0,1,6,6.0,1.0,human
9894-3,1476478260044.0,20,split,target,332,66,50,3,2,distr1,304,84,50,1,3,distr2,267,98,50,2,1,17,28,22,True,1476478247305.0,speaker,pink,286.0,1.0,1,4,4.0,1.0,human
7095-8,1476494628810.0,10,close,target,296,31,50,3,1,distr1,268,27,50,2,2,distr2,237,28,50,1,3,8,17,9,True,1476494624622.0,speaker,fushia.. the one the seems brightest,893.0,1.0,6,29,23.0,4.0,human
8461-d,1476995649488.0,30,close,target,207,13,50,3,3,distr1,215,82,50,2,2,distr2,260,49,50,1,1,14,18,19,True,1476995646335.0,speaker,grey,279.0,1.0,1,4,4.0,1.0,human
8354-d,1476995227999.0,17,close,target,269,13,50,3,2,distr2,289,16,50,1,1,distr1,317,47,50,2,3,18,5,13,True,1476995219979.0,speaker,"grey, not with the pink tint",402.0,1.0,6,22,12.0,3.0,human
2448-0,1476505725729.0,11,far,target,190,21,50,2,2,distr1,42,79,50,1,1,distr2,350,13,50,3,3,40,37,39,True,1476505724236.0,speaker,blue,908.0,1.0,1,4,4.0,1.0,human
5239-4,1476990885903.0,3,close,target,235,41,50,1,3,distr1,234,63,50,3,1,distr2,269,82,50,2,2,8,15,11,True,1476990876894.0,listener,like the duller of the two blues?,450.0,1.0,7,26,18.0,4.0,human
1361-b,1476990536836.0,44,close,target,253,30,50,1,2,distr2,246,13,50,2,3,distr1,304,34,50,3,1,15,11,17,True,1476990534950.0,speaker,dark purple,483.0,1.0,2,10,10.0,2.0,human
1055-e,1476992429854.0,11,split,target,107,98,50,1,2,distr1,162,85,50,3,3,distr2,261,33,50,2,1,18,67,58,True,1476992428548.0,speaker,Bright green,433.0,1.0,2,11,11.0,2.0,human
6568-5,1476475707902.0,15,far,target,41,84,50,1,1,distr1,40,20,50,2,2,distr2,136,66,50,3,3,22,41,32,True,1476475706755.0,speaker,orange,,1.0,1,6,6.0,1.0,human
0265-e,1476990819577.0,41,split,target,94,79,50,1,3,distr2,273,26,50,2,1,distr1,113,46,50,3,2,12,80,53,True,1476990814124.0,speaker,brightest color,448.0,1.0,2,14,14.0,2.0,human
9288-a,1476502523494.0,10,split,target,20,10,50,1,3,distr2,307,89,50,3,2,distr1,69,1,50,2,1,9,34,34,True,1476502516959.0,speaker,not true grey,286.0,1.0,3,11,8.0,2.0,human
8551-1,1476501165761.0,12,close,target,240,50,50,1,1,distr1,288,65,50,3,3,distr2,268,99,50,2,2,19,12,12,True,1476501162346.0,speaker,blue,286.0,1.0,1,4,4.0,1.0,human
0002-7,1476996873275.0,31,split,target,334,76,50,3,3,distr2,50,96,50,1,1,distr1,341,16,50,2,2,18,67,51,True,1476996872025.0,speaker,pink,319.0,1.0,1,4,4.0,1.0,human
2673-3,1476504777003.0,34,split,target,223,61,50,3,1,distr1,215,92,50,2,3,distr2,163,61,50,1,2,7,52,50,True,1476504758744.0,listener,"both look blue, one slightly darker",402.0,1.0,6,29,25.0,5.0,human
4962-7,1476492108862.0,36,split,target,201,89,50,1,3,distr2,336,5,50,2,2,distr1,208,36,50,3,1,12,32,23,True,1476492104494.0,speaker,whoops most vibrant blue,189.0,1.0,4,21,17.0,3.0,human
3280-4,1476483233449.0,50,far,target,36,79,50,3,1,distr1,353,64,50,1,2,distr2,274,30,50,2,3,38,56,31,True,1476483232301.0,speaker,orange,319.0,1.0,1,6,6.0,1.0,human
8343-d,1476502992295.0,32,split,target,158,43,50,3,3,distr1,126,49,50,2,2,distr2,345,66,50,1,1,14,71,80,True,1476502989801.0,speaker,blue,402.0,1.0,1,4,4.0,1.0,human
1055-e,1476993088474.0,48,far,target,100,47,50,3,1,distr2,1,13,50,2,2,distr1,223,54,50,1,3,62,46,30,True,1476993085365.0,speaker,Green,433.0,1.0,1,5,5.0,1.0,human
8292-7,1476997154845.0,16,far,target,69,40,50,3,2,distr2,176,77,50,2,1,distr1,213,84,50,1,3,65,31,44,True,1476997152027.0,speaker,green,382.0,1.0,1,5,5.0,1.0,human
4216-9,1476495950546.0,32,far,target,59,35,50,3,1,distr1,183,65,50,1,3,distr2,271,11,50,2,2,35,44,42,True,1476495947505.0,speaker,the ugly yellowish,909.0,1.0,3,16,13.0,2.0,human
7344-b,1476991698427.0,9,far,target,128,36,50,1,1,distr1,123,97,50,2,2,distr2,326,6,50,3,3,21,41,55,True,1476991694987.0,speaker,"green, not lime",268.0,1.0,3,12,9.0,2.0,human
2919-4,1476495498922.0,35,far,target,5,42,50,2,3,distr2,297,15,50,3,2,distr1,179,74,50,1,1,61,23,51,True,1476495496375.0,speaker,the red one,902.0,1.0,3,9,6.0,2.0,human
1274-7,1476493757093.0,46,close,target,259,25,50,1,3,distr2,279,47,50,2,1,distr1,321,50,50,3,2,19,11,14,True,1476493752983.0,speaker,and not pink purple,549.0,1.0,4,16,10.0,2.0,human
4333-f,1476994547801.0,26,close,target,58,71,50,2,2,distr1,92,75,50,3,1,distr2,65,92,50,1,3,18,8,15,True,1476994543041.0,speaker,darker yellow,262.0,1.0,2,12,12.0,2.0,human
1477-8,1476496413961.0,33,close,target,264,56,50,2,3,distr2,282,49,50,1,1,distr1,292,81,50,3,2,15,8,9,True,1476496409292.0,speaker,choose the darkest purple color,469.0,1.0,5,27,24.0,4.0,human
7018-f,1476992690991.0,20,close,target,22,12,50,3,3,distr1,8,42,50,1,1,distr2,358,31,50,2,2,17,18,8,True,1476992684225.0,listener,the one with the least red? More like a brown grey?,,1.0,11,39,24.0,6.0,human
6655-7,1476989489867.0,9,far,target,245,82,50,3,2,distr1,133,16,50,1,1,distr2,298,39,50,2,3,51,24,40,True,1476989488105.0,speaker,blue,381.0,1.0,1,4,4.0,1.0,human
7850-e,1459882765269.0,16,far,target,171,72,50,1,3,distr2,286,27,50,3,1,distr1,109,64,50,2,2,24,52,80,True,1459882763920.0,speaker,teal,131.0,1.0,1,4,4.0,1.0,human
9843-4,1476468616057.0,28,split,target,140,0,50,1,2,distr2,311,59,50,2,3,distr1,357,16,50,3,1,17,28,23,True,1476468605054.0,speaker,Green Gray,,1.0,2,9,9.0,2.0,human
9447-5,1476480408868.0,14,split,target,231,95,50,3,1,distr2,123,64,50,2,2,distr1,287,44,50,1,3,19,74,92,True,1476480407041.0,speaker,blue,729.0,1.0,1,4,4.0,1.0,human
6158-c,1476989459992.0,2,split,target,335,97,50,1,3,distr2,294,30,50,3,1,distr1,354,33,50,2,2,15,23,21,True,1476989457215.0,speaker,bright pink,339.0,1.0,2,10,10.0,2.0,human
3014-a,1459896088033.0,35,close,target,347,3,50,1,3,distr1,241,8,50,3,2,distr2,302,13,50,2,1,9,15,12,True,1459896086622.0,speaker,the grayest,5.0,1.0,2,10,7.0,1.0,human
6969-5,1476467297440.0,9,split,target,105,28,50,3,2,distr2,315,63,50,2,1,distr1,75,22,50,1,3,8,75,63,True,1476467280845.0,speaker,no problem,235.0,1.0,2,9,7.0,1.0,human
6334-2,1476492158009.0,43,far,target,307,75,50,3,3,distr1,355,72,50,1,2,distr2,252,6,50,2,1,31,27,31,True,1476492158062.0,speaker,sorry,302.0,1.0,1,5,5.0,1.0,human
9645-a,1476472265358.0,35,split,target,295,12,50,1,1,distr2,136,80,50,3,3,distr1,339,30,50,2,2,13,66,76,True,1476472260395.0,speaker,Bluer,710.0,1.0,1,5,5.0,1.0,human
9713-a,1476997661949.0,38,close,target,120,83,50,2,3,distr1,126,47,50,1,2,distr2,71,66,50,3,1,13,15,18,True,1476997656018.0,speaker,lime green. not sage or gold,449.0,1.0,6,22,17.0,4.0,human
0082-c,1476478598484.0,2,split,target,45,36,50,1,3,distr1,62,6,50,2,2,distr2,336,88,50,3,1,17,48,38,True,1476478585837.0,listener,did you read the instructions?,549.0,1.0,5,25,16.0,2.0,human
8961-d,1459892146782.0,22,far,target,227,7,50,1,3,distr1,319,97,50,2,2,distr2,92,89,50,3,1,30,48,99,True,1459892141136.0,speaker,dull color,165.0,1.0,2,9,9.0,2.0,human
8086-2,1476989740482.0,10,close,target,266,50,50,2,2,distr2,277,91,50,3,3,distr1,314,30,50,1,1,17,9,19,True,1476989735062.0,speaker,darker,318.0,1.0,1,6,6.0,1.0,human
1382-f,1476495668243.0,16,far,target,79,1,50,3,1,distr2,344,83,50,2,3,distr1,168,44,50,1,2,25,31,69,True,1476495666719.0,speaker,gray,223.0,1.0,1,4,4.0,1.0,human
0990-6,1476993380352.0,38,far,target,319,0,50,3,3,distr2,22,90,50,1,2,distr1,348,81,50,2,1,29,30,22,True,1476993370705.0,speaker,The gray box,641.0,1.0,3,10,7.0,2.0,human
1477-8,1476496062256.0,16,close,target,245,30,50,1,3,distr2,235,48,50,3,2,distr1,255,78,50,2,1,16,7,11,True,1476496054992.0,speaker,click on the lighter of the purple colors,469.0,1.0,8,34,24.0,4.0,human
7314-4,1459886519588.0,30,split,target,149,83,50,1,2,distr1,168,82,50,3,3,distr2,265,99,50,2,1,13,70,64,True,1459886516484.0,speaker,"bright green, not teal",129.0,1.0,4,18,15.0,3.0,human
4478-9,1476502433146.0,25,split,target,321,2,50,2,1,distr2,127,11,50,3,3,distr1,242,19,50,1,2,18,22,32,True,1476502430835.0,speaker,gray,,1.0,1,4,4.0,1.0,human
8775-2,1476992653226.0,21,split,target,82,57,50,3,1,distr2,51,13,50,1,3,distr1,120,42,50,2,2,12,25,23,True,1476992650397.0,speaker,yellow/green,254.0,1.0,1,11,11.0,2.0,human
5913-4,1476991520618.0,9,far,target,28,92,50,3,2,distr2,181,49,50,2,1,distr1,239,99,50,1,3,65,50,53,True,1476991519436.0,speaker,orange,,1.0,1,6,6.0,1.0,human
3843-c,1459880159391.0,25,close,distr2,291,77,50,3,1,distr1,314,60,50,2,2,target,301,17,50,1,3,14,19,10,False,1459880162144.0,listener,woops,156.0,0.0,1,5,5.0,1.0,human
7417-5,1476989668594.0,2,far,target,240,10,50,3,2,distr2,348,55,50,2,3,distr1,8,99,50,1,1,37,28,21,True,1476989661762.0,speaker,purple,319.0,1.0,1,6,6.0,1.0,human
1869-e,1476501431293.0,27,far,target,342,12,50,2,3,distr2,241,46,50,3,1,distr1,185,71,50,1,2,55,30,50,True,1476501429599.0,speaker,pink,913.0,1.0,1,4,4.0,1.0,human
1713-a,1476466191152.0,40,far,target,101,47,50,2,3,distr2,45,74,50,1,1,distr1,204,6,50,3,2,34,29,37,True,1476466189331.0,speaker,green,590.0,1.0,1,5,5.0,1.0,human
1486-e,1459901590032.0,34,close,target,203,10,50,3,3,distr2,238,37,50,2,1,distr1,213,74,50,1,2,16,19,15,True,1459901587840.0,speaker,grey,30.0,1.0,1,4,4.0,1.0,human
8330-f,1476484014629.0,17,close,distr1,290,90,50,2,1,target,294,61,50,3,2,distr2,315,98,50,1,3,5,13,13,False,1476484007655.0,speaker,hot purple pink,549.0,0.0,3,13,13.0,3.0,human
8663-3,1476504091267.0,4,far,target,182,46,50,2,1,distr2,32,50,50,1,2,distr1,263,89,50,3,3,47,40,61,True,1476504084515.0,speaker,cyan,819.0,1.0,1,4,4.0,1.0,human
3466-2,1476989863247.0,33,far,target,223,3,50,2,2,distr2,242,56,50,3,3,distr1,31,35,50,1,1,22,29,53,True,1476989861655.0,speaker,gray,373.0,1.0,1,4,4.0,1.0,human
1686-e,1476992181912.0,33,far,target,260,10,50,2,3,distr1,228,59,50,3,2,distr2,348,44,50,1,1,23,23,35,True,1476992180219.0,speaker,gray,287.0,1.0,1,4,4.0,1.0,human
1406-5,1476503826458.0,25,far,target,302,1,50,1,1,distr2,180,34,50,3,2,distr1,258,73,50,2,3,35,27,46,True,1476503824403.0,speaker,grey,491.0,1.0,1,4,4.0,1.0,human
0869-7,1476990538244.0,3,close,target,185,4,50,2,3,distr2,173,23,50,1,2,distr1,192,53,50,3,1,19,16,14,True,1476990537065.0,speaker,yes,286.0,1.0,1,3,3.0,1.0,human
4629-a,1476999680757.0,46,split,target,207,44,50,1,3,distr1,181,7,50,2,1,distr2,158,87,50,3,2,17,47,34,True,1476999677090.0,speaker,blue,,1.0,1,4,4.0,1.0,human
6330-8,1476991230107.0,48,split,target,41,72,50,3,3,distr1,27,35,50,1,2,distr2,114,65,50,2,1,19,37,44,True,1476991225769.0,speaker,"not khaki, not green",453.0,1.0,4,16,10.0,2.0,human
6559-2,1476996166845.0,33,split,target,341,48,50,3,3,distr2,199,54,50,1,1,distr1,324,16,50,2,2,14,53,40,True,1476996164575.0,speaker,red,627.0,1.0,1,3,3.0,1.0,human
3170-6,1476484824109.0,22,close,target,104,53,50,3,3,distr1,152,68,50,2,2,distr2,119,96,50,1,1,12,13,16,True,1476484821675.0,speaker,more green,805.0,1.0,2,9,5.0,1.0,human
6353-0,1476495360504.0,49,split,target,285,77,50,1,1,distr2,124,66,50,3,3,distr1,319,50,50,2,2,14,103,91,True,1476495357492.0,speaker,the most purple one. not pink not green,279.0,1.0,8,31,18.0,4.0,human
9903-d,1476489434377.0,2,close,target,288,7,50,2,1,distr2,327,18,50,3,2,distr1,342,0,50,1,3,12,10,19,True,1476489432517.0,listener,okay,871.0,1.0,1,4,4.0,1.0,human
7328-c,1476990666462.0,27,split,target,187,43,50,1,2,distr2,215,9,50,3,3,distr1,167,50,50,2,1,16,21,29,True,1476990662139.0,speaker,Not gray and not the greenish one. Sky blue.,200.0,1.0,9,34,22.0,5.0,human
8047-0,1476494200189.0,43,far,target,333,78,50,2,1,distr2,238,86,50,1,2,distr1,139,36,50,3,3,77,36,61,True,1476494198560.0,speaker,bright pink,875.0,1.0,2,10,10.0,2.0,human
7435-7,1476500888969.0,41,close,target,0,12,50,2,2,distr2,10,4,50,1,1,distr1,339,20,50,3,3,9,10,17,True,1476500885354.0,speaker,"not gray looking, but duller than other",546.0,1.0,7,32,17.0,3.0,human
0762-d,1476492401195.0,29,far,target,79,13,50,2,1,distr1,330,78,50,1,2,distr2,229,94,50,3,3,51,61,34,True,1476492400177.0,speaker,tan,857.0,1.0,1,3,3.0,1.0,human
2406-5,1476992276621.0,9,close,target,342,28,50,3,2,distr2,333,39,50,2,3,distr1,312,82,50,1,1,19,6,15,True,1476992261373.0,speaker,dull pinkish beige?,586.0,1.0,3,16,16.0,3.0,human
5727-1,1476491934431.0,20,far,target,81,33,50,2,3,distr1,186,62,50,1,1,distr2,277,28,50,3,2,34,64,44,True,1476491927306.0,speaker,pea,896.0,1.0,1,3,3.0,1.0,human
9839-4,1476993354473.0,7,close,target,4,20,50,3,2,distr2,28,24,50,2,1,distr1,12,45,50,1,3,11,14,15,True,1476993349920.0,listener,Wouldve called that last one brown,359.0,1.0,6,29,25.0,5.0,human
3681-3,1476495836142.0,42,close,target,240,31,50,2,2,distr1,260,49,50,1,3,distr2,200,9,50,3,1,9,19,19,True,1476495831253.0,speaker,"not the brightest, and not the gray",123.0,1.0,7,28,13.0,2.0,human
9911-6,1476992977629.0,29,split,target,310,42,50,3,1,distr1,277,55,50,1,3,distr2,205,30,50,2,2,13,33,25,True,1476992974738.0,speaker,pinkish purple,188.0,1.0,2,13,13.0,2.0,human
6819-e,1476992177704.0,2,close,distr2,145,72,50,3,2,distr1,145,54,50,1,3,target,149,34,50,2,1,9,15,6,False,1476992173940.0,speaker,The color closer to peas,614.0,0.0,5,20,15.0,3.0,human
5128-f,1476992355561.0,36,close,target,354,24,50,1,3,distr1,336,13,50,2,1,distr2,308,37,50,3,2,9,18,17,True,1476992337032.0,speaker,red,340.0,1.0,1,3,3.0,1.0,human
3843-c,1459880391243.0,47,close,target,310,23,50,3,2,distr2,330,71,50,1,1,distr1,305,58,50,2,3,13,15,13,True,1459880389158.0,speaker,Purple Gray,385.0,1.0,2,10,10.0,2.0,human
4806-d,1476468753527.0,36,close,target,161,90,50,1,2,distr2,137,87,50,2,3,distr1,111,61,50,3,1,16,12,8,True,1476468750388.0,speaker,blue,675.0,1.0,1,4,4.0,1.0,human
2901-6,1476991436220.0,37,split,target,49,21,50,1,1,distr2,269,62,50,2,3,distr1,62,39,50,3,2,14,58,78,True,1476991431952.0,speaker,the most beige one. not the one that has more yellow,279.0,1.0,11,41,17.0,4.0,human
6710-f,1476995745207.0,45,far,distr1,249,71,50,2,1,target,221,35,50,1,3,distr2,339,86,50,3,2,21,40,38,False,1476995742791.0,speaker,darkest blue,491.0,0.0,2,11,11.0,2.0,human
7584-c,1459884021788.0,8,split,target,121,44,50,2,1,distr1,147,48,50,3,2,distr2,191,99,50,1,3,8,46,37,True,1459884008141.0,speaker,sorry.,,1.0,1,5,5.0,1.0,human
1359-d,1476993794379.0,6,close,target,326,37,50,2,1,distr1,302,42,50,3,2,distr2,282,43,50,1,3,9,14,7,True,1476993791932.0,speaker,rose pink,300.0,1.0,2,8,8.0,2.0,human
